Title,Release_Year,Genre,Synopsis,Poster_URL,Movie_ID,Movie_URL,Duration,Certification,Voters,Rating
Happy-Go-Lucky,(2008),"Comedy,Drama,Romance","A look at a few chapters in the life of Poppy, a cheery, colorful, North London schoolteacher whose optimism tends to exasperate those around her.","https://m.media-amazon.com/images/M/MV5BMjBjMWU0ZjMtZTc3NC00Y2YwLThiNzEtYjBhNjRiMTVkZjNkXkEyXkFqcGdeQXVyNTA3MTU2MjE@._V1_QL75_UX280_CR0,3,280,414_.jpg",6563112,https://www.imdb.com/title/tt6563112/,43 min,NA,"3,215",6.9
Clique,(2017–2018),"Drama,Thriller","When Georgia gets drawn into an elite university clique of alpha girls, her friend Holly becomes alarmed by her changing, erratic behaviour, and feels compelled to join - only to find this seductive world is deeply corrupted.","https://m.media-amazon.com/images/M/MV5BYTQ5ZTM1OGEtOTg4NS00MTU1LTk5NGItZDBkYTRhODcwN2JhXkEyXkFqcGdeQXVyNzI1NzMxNzM@._V1_QL75_UX280_CR0,3,280,414_.jpg",0432402,https://www.imdb.com/title/tt0432402/,100 min,R,"21,977",6.4
Factory Girl,(2006),"Biography,Drama","Based on the rise and fall of socialite Edie Sedgwick, concentrating on her relationships with Andy Warhol and a folk singer.","https://m.media-amazon.com/images/M/MV5BZDI4MmMyMjgtNjgxMi00NDU4LTliOGUtMzgxNDE3ZmIxM2NkXkEyXkFqcGdeQXVyNjk1Njg5NTA@._V1_QL75_UX280_CR0,3,280,414_.jpg",0114327,https://www.imdb.com/title/tt0114327/,24 min,NA,"12,882",7.6
Sailor Moon,(1995–2000),"Animation,Action,Adventure",The magical action-adventures of a teenage girl who learns of her destiny as the legendary warrior Sailor Moon and must band together with the other Sailor Scouts to defend the Earth and Galaxy.,"https://m.media-amazon.com/images/M/MV5BMDc0NmM3ZDUtOWZhOS00MmJmLThiZTAtODcwZTI0NjJhM2IxXkEyXkFqcGdeQXVyNDExMzMxNjE@._V1_QL75_UX280_CR0,3,280,414_.jpg",9248110,https://www.imdb.com/title/tt9248110/,89 min,NA,"2,470",5.2
Allagash,(2020),"Drama,Thriller",A retired veteran hunting in Northern Maine stumbles across a dead woman and a large sum of money.,"https://m.media-amazon.com/images/M/MV5BZDBiNTNlZTMtZjlmNC00ZGI0LWI2YjctODA4MzNlYjEyNzQ2XkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_QL75_UX280_CR0,3,280,414_.jpg",0252503,https://www.imdb.com/title/tt0252503/,109 min,R,"38,119",6.5
Heist,(2001),"Action,Crime,Drama","A career jewel thief finds himself at tense odds with his longtime partner, a crime boss who sends his nephew to keep watch.","https://m.media-amazon.com/images/M/MV5BOTA1YWEyNTYtN2EzNC00YWM3LThmOWUtY2I3YTA0YjkyZmZjXkEyXkFqcGdeQXVyMTEzMTI1Mjk3._V1_QL75_UX280_CR0,3,280,414_.jpg",9288748,https://www.imdb.com/title/tt9288748/,99 min,PG,"2,850",6.5
My Father's Dragon,(2022),"Animation,Adventure,Comedy",Elmer Elevator searches for a captive Dragon on Wild Island and finds much more than he could ever have anticipated.,"https://m.media-amazon.com/images/M/MV5BMWU0MzJiMWEtOWQyYi00YTZkLWExYWEtZDZkODRlZDliOTVhXkEyXkFqcGdeQXVyMTAyMjQ3NzQ1._V1_QL75_UX280_CR0,3,280,414_.jpg",11881160,https://www.imdb.com/title/tt11881160/,96 min,R,"5,947",5.6
Gaia,(2021),"Drama,Fantasy,Horror",An injured forest ranger on a routine mission is saved by two off-the-grid survivalists. What is initially a welcome rescue grows more suspicious as the son and his renegade father reveal a cultish devotion to the forest.,"https://m.media-amazon.com/images/M/MV5BMmNlN2QwY2UtYjA1OS00ZDBhLTljMTctNGJmZmViODI0MmUxXkEyXkFqcGdeQXVyMjI3NDAyNg@@._V1_QL75_UX280_CR0,3,280,414_.jpg",10410506,https://www.imdb.com/title/tt10410506/,107 min,NA,671,5.9
Brainwashed: Sex-Camera-Power,(2022),Documentary,"Investigates the politics of cinematic shot design, and how this meta-level of filmmaking intersects with the twin epidemics of sexual abuse/assault and employment discrimination against women, with over 175 movie clips from 1896 - 2020.","https://m.media-amazon.com/images/M/MV5BM2RmZjY1MTItNGM1ZC00NzhlLWI2MjEtYjY1ZjI1M2NiZTg4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX280_CR0,3,280,414_.jpg",0283026,https://www.imdb.com/title/tt0283026/,85 min,A,"20,716",5.1
Swimfan,(2002),"Drama,Thriller",A high school senior with a promising swimming career has a one-night stand with consequences.,"https://m.media-amazon.com/images/M/MV5BMjQ4NzE2Mjg5MF5BMl5BanBnXkFtZTgwOTY0MTcyNTM@._V1_QL75_UX280_CR0,3,280,414_.jpg",6038954,https://www.imdb.com/title/tt6038954/,51 min,NA,"4,284",6.1
Picnic at Hanging Rock,(2018),"Drama,Mystery,Romance",Three schoolgirls and their governesses mysteriously disappear on Valentines Day in 1900.,"https://m.media-amazon.com/images/M/MV5BOGQ1YTIzMWItNGJlOC00ZmZhLTk3MTEtNmYyNWQ0M2JhNWQxXkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_QL75_UX280_CR0,3,280,414_.jpg",10713340,https://www.imdb.com/title/tt10713340/,94 min,NA,"2,599",5.3
Held,(2020),"Horror,Mystery,Thriller",A couple's ailing marriage is put to the test when they are held hostage in an isolated vacation rental by an unseen Voice that commands their every move.,"https://m.media-amazon.com/images/M/MV5BMjQ1Yjk2ODMtMTNlMC00OTI2LThmZTktZmQyZGQ5OTAzNzVmXkEyXkFqcGdeQXVyNzg5MzIyOA@@._V1_QL75_UX280_CR0,3,280,414_.jpg",8255890,https://www.imdb.com/title/tt8255890/,104 min,NA,922,5.5
The Glass Room,(2019),Drama,"Liesel Landauer and her friend Hana are linked by a lifelong relationship and an exceptional house built by the architect Von Abt for Liesel and her husband Viktor in Czechoslovakia in the ...                See full summary »
","https://m.media-amazon.com/images/M/MV5BYWI2MDhiMzYtNDA4ZC00MmU5LThjYTMtMTM4ZmIyMDcxNjk4XkEyXkFqcGdeQXVyNjU0NTI0Nw@@._V1_QL75_UX280_CR0,3,280,414_.jpg",14501740,https://www.imdb.com/title/tt14501740/,-,UA 16+,"2,742",7.6
My Husband's Killer Girlfriend,(2021 TV Movie),Thriller,"When a mother discovers that the nanny who framed her for child neglect is her ex-husband's new girlfriend, she goes on the run to prove her innocence and expose the real culprit.","https://m.media-amazon.com/images/M/MV5BMzZmNTkxNjUtYmZiNS00NjBjLTg1N2UtYzU1NjFjNWI2YWI0XkEyXkFqcGdeQXVyMTM1MTE1NDMx._V1_QL75_UX280_CR0,3,280,414_.jpg",14440068,https://www.imdb.com/title/tt14440068/,24 min,A,"44,306",5.8
Striking Distance,(1993),"Action,Crime,Mystery","Coming from a police family, Tom Hardy ends up fighting his uncle after the murder of his father. Tom believes the killer is another cop and goes on the record with his allegations. Demoted then to river duty, the killer taunts Tom.","https://m.media-amazon.com/images/M/MV5BMTQzMDEwMTc5N15BMl5BanBnXkFtZTgwMzczNjQxMTE@._V1_QL75_UX280_CR0,3,280,414_.jpg",0108238,https://www.imdb.com/title/tt0108238/,102 min,NA,"5,001",7.6
Rosemary & Thyme,(2003–2006),"Crime,Drama,Mystery","Set amongst the stunning gardens of Europe, Rosemary Boxer and Laura Thyme, two professional gardeners, find themselves drawn into solving mysterious crimes.","https://m.media-amazon.com/images/M/MV5BOGNlYmY1MDYtNjNmYy00N2RkLTljYmUtNTcyNDIwNGI5ZDZjXkEyXkFqcGdeQXVyMjExMjk0ODk@._V1_QL75_UX280_CR0,3,280,414_.jpg",0377253,https://www.imdb.com/title/tt0377253/,48 min,NA,"8,240",7.9
Roots,(2016),"Drama,War","An adaptation of Alex Haley's ""Roots."" Chronicles the history of an African man and his descendants sold into slavery in America.","https://m.media-amazon.com/images/M/MV5BMTU4OTE4MzU2M15BMl5BanBnXkFtZTgwNzE3ODQwOTE@._V1_QL75_UX280_CR0,3,280,414_.jpg",3315386,https://www.imdb.com/title/tt3315386/,90 min,UA,"97,150",5.5
Babylon A.D.,(2008),"Action,Adventure,Sci-Fi",Veteran-turned-mercenary Toorop takes the high-risk job of escorting a woman from Russia to America. Little does he know that she is host to an organism that a cult wants to harvest in order to produce a genetically modified Messiah.,"https://m.media-amazon.com/images/M/MV5BNGYyZjk2ZjMtNDgzOS00OTY5LTg1MzktNzRiOTNkNzMxNGQ4XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_QL75_UX280_CR0,3,280,414_.jpg",0364970,https://www.imdb.com/title/tt0364970/,90 min,NA,"36,087",8.9
Grand Theft Auto IV,(2008 Video Game),"Action,Crime,Drama","Niko Bellic comes to Liberty City, America to live the good life, but ends up having to assist his dangerously indebted cousin Roman with his financial troubles, by any (mostly illegal) means necessary.","https://m.media-amazon.com/images/M/MV5BYThjZGVhMzktZjRlNS00NTcwLTk4ZjktMWUzMmU3MTM4YThmXkEyXkFqcGdeQXVyNTgyNTA4MjM@._V1_QL75_UX280_CR0,3,280,414_.jpg",0802999,https://www.imdb.com/title/tt0802999/,-,7,"7,036",6.0
Winx Club,(2004–2023),"Animation,Action,Adventure","At Alfea College, fairy warriors from all over the universe study and train to improve their magic powers. Bloom, a girl from Earth, joins them after discovering her own special abilities.","https://m.media-amazon.com/images/M/MV5BOTQ4NWYyZWYtNDQ3NS00MDhjLWEyYzYtNDcwMjQyNjkzMTY1XkEyXkFqcGdeQXVyOTMwNTUwNTk@._V1_QL75_UX280_CR0,3,280,414_.jpg",0421482,https://www.imdb.com/title/tt0421482/,25 min,NA,"6,397",7.4
The Sarah Jane Adventures,(2007–2020),"Action,Adventure,Drama","Investigative journalist Sarah Jane Smith, with the help of her adopted son, his friends, and an intelligent supercomputer, combats evil alien forces here on Earth.","https://m.media-amazon.com/images/M/MV5BMGNkNjJiZGEtNWI5Yi00MmFiLTgyMDMtZTI2MmRiZmNkZWFiXkEyXkFqcGdeQXVyNzA5NTYxMDg@._V1_QL75_UX280_CR0,3,280,414_.jpg",0862620,https://www.imdb.com/title/tt0862620/,60 min,U,"48,703",6.3
Forever Young,(1992),"Drama,Romance,Sci-Fi","During a cryogenics test, a pilot frozen in 1939 awakes in 1992 but time is running out, as his body starts to age rapidly.","https://m.media-amazon.com/images/M/MV5BYjIzMzYyNzYtMzVjYi00Njg0LThmOTItOGFjMjAyM2IwM2RhXkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_QL75_UX280_CR0,3,280,414_.jpg",0104291,https://www.imdb.com/title/tt0104291/,102 min,13,"7,936",7.0
Great News,(2017–2018),Comedy,"A New Jersey mom puts her relationship with her daughter to the test when she lands an internship at her new job, which comes with many challenges.","https://m.media-amazon.com/images/M/MV5BOGM1MmZhMGUtOGE4NS00ZmUwLWFiOTctMzExYjJjYWM4NWQ5XkEyXkFqcGdeQXVyMjM5NDQzNTk@._V1_QL75_UX280_CR0,3,280,414_.jpg",4955480,https://www.imdb.com/title/tt4955480/,22 min,R,"21,728",6.8
Lost and Delirious,(2001),"Drama,Romance","After starting at an upmarket boarding school, a teenage girl forms close friendships with her two older roommates. However, when she discovers that her new friends are lovers she finds herself caught in a complicated situation.","https://m.media-amazon.com/images/M/MV5BNjVhZDc5YjItNzU0OS00MGE4LTliNWYtYWFjOGEzNjkwY2ViXkEyXkFqcGdeQXVyMTY5Nzc4MDY@._V1_QL75_UX280_CR0,3,280,414_.jpg",0245238,https://www.imdb.com/title/tt0245238/,103 min,NA,"17,417",8.1
The New Pope,(2019–2020),Drama,Two Popes. Only one Vatican. A holy war to come.,"https://m.media-amazon.com/images/M/MV5BZGQzZDk2NTgtNTRjMS00MDI0LWIwZWQtNDZjODZhOGI1YzliXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_QL75_UX280_CR0,3,280,414_.jpg",7157248,https://www.imdb.com/title/tt7157248/,60 min,A,"32,618",5.2
The Strangers: Prey at Night,(2018),Horror,A family of four staying at a secluded mobile home park for the night are stalked and then hunted by three masked psychopaths.,"https://m.media-amazon.com/images/M/MV5BMTY1OTIwODgzMV5BMl5BanBnXkFtZTgwMzUyMDgzNDM@._V1_QL75_UX280_CR0,3,280,414_.jpg",1285009,https://www.imdb.com/title/tt1285009/,85 min,NA,"1,546",6.0
Baby Done,(2020),Comedy,"Wannabe-adventurer Zoe freaks out when she falls pregnant to her long-term boyfriend Tim. As Tim embraces the prospect of fatherhood, Zoe attempts to rush through her dreams.","https://m.media-amazon.com/images/M/MV5BZmUwMTEwYTQtYmUyNy00ZThjLWE5ZjAtZWMwZWRlNDc3Y2MzXkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_QL75_UX280_CR0,3,280,414_.jpg",9894660,https://www.imdb.com/title/tt9894660/,91 min,7,"7,387",7.9
Transformers Prime,(2010–2013),"Animation,Action,Adventure",In this new set of adventures the Autobots live on Earth and maintain their secret identity. They are joined by 3 teens as they battle the Decepticons.,"https://m.media-amazon.com/images/M/MV5BMGY0ZGMwY2QtMGUwOC00MmVhLTljMzktNGYzNDFmYzAzODMwXkEyXkFqcGdeQXVyODk1MjAxNzQ@._V1_QL75_UX280_CR0,3,280,414_.jpg",1659175,https://www.imdb.com/title/tt1659175/,30 min,NA,"13,168",8.0
Comedians in Cars Getting Coffee,(2012– ),"Comedy,Family,Talk-Show","Jerry Seinfeld is joined by friends for a cup of coffee and a drive in a classic car, sharing stories all along the way.","https://m.media-amazon.com/images/M/MV5BMWExMDNjMGYtNDcwYy00ZmY4LTliY2UtYWNiNjY4NDY2MTBkXkEyXkFqcGdeQXVyMzU3MTc5OTE@._V1_QL75_UX280_CR0,3,280,414_.jpg",2314952,https://www.imdb.com/title/tt2314952/,20 min,R,"49,681",6.4
Black Death,(2010),"Action,Drama,History","Set during the time of the first outbreak of bubonic plague in England, a young monk is given the task of learning the truth about reports of people being brought back to life in a small village.","https://m.media-amazon.com/images/M/MV5BMTkxNjEwNjY3NV5BMl5BanBnXkFtZTcwMTY1NTUyNA@@._V1_QL75_UX280_CR0,3,280,414_.jpg",1181791,https://www.imdb.com/title/tt1181791/,102 min,UA,"79,430",6.2
Happy Death Day 2 U,(2019),"Comedy,Horror,Mystery",Tree Gelbman discovers that dying over and over was surprisingly easier than the dangers that lie ahead.,"https://m.media-amazon.com/images/M/MV5BMTg0NzkwMzQyMV5BMl5BanBnXkFtZTgwNDcxMTMyNzM@._V1_QL75_UX280_CR0,3,280,414_.jpg",8155288,https://www.imdb.com/title/tt8155288/,100 min,NA,"2,716",8.8
The Traitors,(II) (2022– ),"Game-Show,Reality-TV","Twenty-two strangers compete in a series of missions for a chance to win £120k. However, amongst the players lie the 'Traitors', who meet in secret and decide who to eliminate from their fellow players known as 'Faithfuls'.","https://m.media-amazon.com/images/M/MV5BMzI5YzgxYjYtN2ZhYy00MDlkLThhZjctYjM1ZjM5ZGI2NGI4XkEyXkFqcGdeQXVyMjYwNDA2MDE@._V1_QL75_UX280_CR0,3,280,414_.jpg",23743442,https://www.imdb.com/title/tt23743442/,59 min,NA,"9,479",5.3
Girl Lost: A Hollywood Story,(2020),"Drama,Thriller","Girl Lost: A Hollywood Story offers a glimpse into the lives of women involved in the sex industry through the interconnected stories of a teen runaway, single mother and two career escorts.","https://m.media-amazon.com/images/M/MV5BZWE4ZjQzMzAtMGE1Ni00MGY1LTllOTMtYzczNGEzZmU0NjM1XkEyXkFqcGdeQXVyMTI4NTQ0MDQ@._V1_QL75_UX280_CR0,3,280,414_.jpg",10274284,https://www.imdb.com/title/tt10274284/,90 min,A,"5,139",7.8
The Last Days of Ptolemy Grey,(2022),Drama,"Suddenly left without his trusted caretaker, Ptolemy Grey is assigned to the care of orphaned teenager, Robyn. When they learn about a treatment that will restore Ptolemy's memories, it begins a journey towards shocking truths.","https://m.media-amazon.com/images/M/MV5BNzFiZTJkODYtMWFmZS00NDliLWJiYzAtYjFiZTkyZTlkNjcxXkEyXkFqcGdeQXVyNjEwNTM2Mzc@._V1_QL75_UX280_CR0,3,280,414_.jpg",13820498,https://www.imdb.com/title/tt13820498/,311 min,R,"11,619",5.8
Starship Troopers: Invasion,(2012),"Animation,Action,Sci-Fi","A black op has gone terribly wrong. Now, Captain Carmen Ibanez and a hardcore trooper famed as Major Henry ""Hero"" Varro must lead a team of battle-weary troopers to find the missing ship and discover what went wrong.","https://m.media-amazon.com/images/M/MV5BZjZiM2Q4NzUtMjQ2NS00OTY2LTgwNTktMThjYjBhOGM4ZDk2XkEyXkFqcGdeQXVyNDQ2MTMzODA@._V1_QL75_UX280_CR0,3,280,414_.jpg",2085930,https://www.imdb.com/title/tt2085930/,89 min,U,"33,491",7.6
Vampire Hunter D: Bloodlust,(2000),"Animation,Action,Drama","A legendary dhampir competes with a motley family of bounty hunters to return a young woman, who has been seemingly abducted by a vampire, to her family.","https://m.media-amazon.com/images/M/MV5BNTczODUzNDctODFkZS00M2E4LTllNDEtYWJiOWRlMjE2ZmYzXkEyXkFqcGdeQXVyMTA0MTM5NjI2._V1_QL75_UX280_CR0,3,280,414_.jpg",0216651,https://www.imdb.com/title/tt0216651/,103 min,NA,240,5.8
Tremors: Shrieker Island,(2021),Drama,"Trapped in a relationship she cannot escape, Angela is approached out of the blue by Ed, a private investigator, who spills her husband's darkest secrets.","https://m.media-amazon.com/images/M/MV5BZjFjY2EyYTgtNGY4NC00MjcwLTljMTktN2JkMWM1NjczNjg3XkEyXkFqcGdeQXVyNjQ2MjQ4MzQ@._V1_QL75_UX280_CR0,3,280,414_.jpg",13288904,https://www.imdb.com/title/tt13288904/,-,NA,"3,114",6.3
Angela Black,(1992),"Action,Drama,Sport","Tommy Riley has moved with his dad to Chicago from a 'nice place'. He keeps to himself, goes to school. However, after a street fight he is noticed and quickly falls into the world of illegal underground boxing - where punches can kill.","https://m.media-amazon.com/images/M/MV5BM2U0NWE2ZDMtOGMzZS00MjRlLTgyNTItMTgwNTFjNjcyNDk2XkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_QL75_UX280_CR0,3,280,414_.jpg",0104346,https://www.imdb.com/title/tt0104346/,101 min,U,"9,816",6.5
Gladiator,(2019–2020),"Short,Horror","Five Nights at Freddy's VHS (Commonly abbreviated FNaF VHS) consists of VHS style tapes based off of the game series, Five Nights at Freddy's.","https://m.media-amazon.com/images/M/MV5BNTUxNWMxYjktY2Y2MC00YTgxLTg5ZTktNDRkODE5MTgyMDliXkEyXkFqcGdeQXVyMTUwMjQ4NTI1._V1_QL75_UX280_CR0,3,280,414_.jpg",11885462,https://www.imdb.com/title/tt11885462/,21 min,NA,88,9.2
Five Nights at Freddy's VHS,(2009),"Crime,Drama",Crossing Over is about illegal aliens of many nationalities in the Los Angeles area and the authorities and individuals dealing with them.,"https://m.media-amazon.com/images/M/MV5BMjAyMDQ3ODU4NV5BMl5BanBnXkFtZTcwNzU2MTAzMg@@._V1_QL75_UX280_CR0,3,280,414_.jpg",0924129,https://www.imdb.com/title/tt0924129/,113 min,R,"24,047",6.7
Crossing Over,(2020 Video),"Action,Adventure,Comedy","When a group of hunters genetically modify Graboid eggs, they face an all-out war against the larger, terrifyingly intelligent Graboids, and the swiftly multiplying Shriekers.","https://m.media-amazon.com/images/M/MV5BMDc0NTkwZWQtZDJkZC00MWVjLWIyZWMtYTEyZTJmNmM1Y2IwXkEyXkFqcGdeQXVyMTY5Nzc4MDY@._V1_QL75_UX280_CR0,3,280,414_.jpg",8322060,https://www.imdb.com/title/tt8322060/,103 min,PG-13,"4,826",5.4
Knight Rider,(2008–2009),"Adventure,Mystery,Thriller","A former Army Ranger, an FBI agent and a young woman search for the culprits who want the crime-fighting car KITT.","https://m.media-amazon.com/images/M/MV5BZDM3ZDFjODUtNDM0Mi00YzdjLWIwY2MtOGZiNzViZWI1NzJhXkEyXkFqcGdeQXVyNjExODE1MDc@._V1_QL75_UX280_CR0,3,280,414_.jpg",1213404,https://www.imdb.com/title/tt1213404/,60 min,NA,"9,729",5.6
Rake,(2010–2018),"Comedy,Drama","Cleaver Greene is a drug addict who has a massive gambling debt with some very shady characters and is in love with a prostitute. He's also a very good criminal lawyer, capable of winning unwinnable cases.","https://m.media-amazon.com/images/M/MV5BZTFjMWRjMDUtYWEwYi00YzIyLTlmOTAtMDI4MThlZjdmNDAzXkEyXkFqcGdeQXVyMzU3MTc5OTE@._V1_QL75_UX280_CR0,3,280,414_.jpg",1587000,https://www.imdb.com/title/tt1587000/,60 min,18,"8,253",8.5
Pawn Stars,(2009– ),"Comedy,Reality-TV","Rick Harrison and his family own and run a pawn shop on the Las Vegas strip. They buy, sell, and appraise items of historical value.","https://m.media-amazon.com/images/M/MV5BMTQ3OTkxMDEwMV5BMl5BanBnXkFtZTgwMjAyMDI2MDI@._V1_QL75_UX280_CR0,3,280,414_.jpg",1492088,https://www.imdb.com/title/tt1492088/,30 min,NA,"17,348",7.2
Every Day,(2018),"Drama,Fantasy,Romance",A shy teenager falls for a spirit who wakes up in the body of a different person every morning.,"https://m.media-amazon.com/images/M/MV5BZTFiNzQ2OGUtYTdmMi00NjRjLWExN2MtZmNiODI4MTY3MGM3XkEyXkFqcGdeQXVyMjM4NTM5NDY@._V1_QL75_UX280_CR0,3,280,414_.jpg",7026672,https://www.imdb.com/title/tt7026672/,97 min,Not Rated,"22,628",6.4
Band of Gold,(1995–1997),"Crime,Drama","In Bradford, England, several desperate streetwalkers team up to run the business for themselves. They must deal with competition, mobsters, moralists, psychos and cops, but at least now they have each other and a plan.","https://m.media-amazon.com/images/M/MV5BNDI3MWJhMWEtZTFkYS00YzAwLTk1OWMtYTNjMzk5MDRmZGVhXkEyXkFqcGdeQXVyMTUyNjc3NDQ4._V1_QL75_UX280_CR0,3,280,414_.jpg",0111890,https://www.imdb.com/title/tt0111890/,290 min,NA,707,7.8
Keeping the Faith,(2000),"Comedy,Drama,Romance","Two friends, a priest and a rabbi, fall in love with the same woman they knew in their youth, but the religious position of both men denies them romance.","https://m.media-amazon.com/images/M/MV5BMTMxNzg3MzQ3Nl5BMl5BanBnXkFtZTYwOTY4Nzc5._V1_QL75_UX280_CR0,3,280,414_.jpg",0171433,https://www.imdb.com/title/tt0171433/,128 min,U,"52,646",6.4
Holy Motors,(2012),"Drama,Fantasy","A man boards a limousine to be driven to his day's work: nine mysterious ""appointments.""","https://m.media-amazon.com/images/M/MV5BODk2MDc4MDk2OF5BMl5BanBnXkFtZTcwMTcyODY1OA@@._V1_QL75_UX280_CR0,3,280,414_.jpg",2076220,https://www.imdb.com/title/tt2076220/,115 min,NA,"47,597",7.0
Jane Eyre,(2006),"Drama,Romance","A young governess falls in love with her brooding and complex master. However, his dark past may destroy their relationship forever.","https://m.media-amazon.com/images/M/MV5BNWVmMmQzYjgtNGI0ZS00N2E3LWE4MDktYTViMTVkYTU2YzczXkEyXkFqcGdeQXVyNjc3MjQzNTI@._V1_QL75_UX280_CR0,3,280,414_.jpg",0780362,https://www.imdb.com/title/tt0780362/,230 min,NA,"21,664",8.3
"1, 2, 3, All Eyes on Me",(2020),"Short,Drama","When a crisis suddenly engulfs an elementary school campus, a determined art teacher tries everything she can to save her class.","https://m.media-amazon.com/images/M/MV5BYTVkYTdjZGQtZjBiNi00N2E3LTllM2EtZTY1ZjI0MmU3ZmNjXkEyXkFqcGdeQXVyNjc4NTEwMTg@._V1_QL75_UX280_CR0,3,280,414_.jpg",11724300,https://www.imdb.com/title/tt11724300/,15 min,NA,209,7.8
Zone 414,(2021),"Sci-Fi,Thriller","Set in the near future, private detective David Carmichael is hired by Marlon Veidt, an eccentric businessman, to track down his missing daughter. David teams up with Jane, a highly advanced A.I. to solve the mystery.","https://m.media-amazon.com/images/M/MV5BNjM0M2FhMTMtMzJjMC00NTEyLTkwMDktNzhhZGE5MGMzODY1XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_QL75_UX280_CR0,3,280,414_.jpg",8545482,https://www.imdb.com/title/tt8545482/,98 min,R,"4,993",5.0
Wine Country,(2019),"Adventure,Comedy,Drama","During a vacation to Napa Valley, a group of long time friends reunite and revisit past choices in this hilarious and heartfelt comedy from director Amy Poehler.","https://m.media-amazon.com/images/M/MV5BZjIzNzU3MmUtZGY1OS00MWRjLTlkYzItNjgzYjljNmJiNGZjXkEyXkFqcGdeQXVyNjg2NjQwMDQ@._V1_QL75_UX280_CR0,3,280,414_.jpg",8169446,https://www.imdb.com/title/tt8169446/,103 min,R,"22,151",5.5
Batman: The Killing Joke,(2016),"Animation,Action,Crime","As Batman hunts for the escaped Joker, the Clown Prince of Crime attacks the Gordon family to prove a diabolical point mirroring his own fall into madness.","https://m.media-amazon.com/images/M/MV5BMTdjZTliODYtNWExMi00NjQ1LWIzN2MtN2Q5NTg5NTk3NzliL2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_QL75_UX280_CR0,3,280,414_.jpg",4853102,https://www.imdb.com/title/tt4853102/,76 min,UA,"59,212",6.4
All the Pretty Horses,(2000),"Drama,Romance,Western","Two Texas cowboys head to Mexico in search of work, but soon find themselves in trouble with the law after one of them falls in love with a wealthy rancher's daughter.","https://m.media-amazon.com/images/M/MV5BZmI1N2Y4NTYtMzM0NS00YmNhLTk4MGUtYzg3NWE4Y2JlNjlkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX280_CR0,3,280,414_.jpg",0149624,https://www.imdb.com/title/tt0149624/,116 min,PG-13,"15,307",5.8
Dream On,(1990–1996),Comedy,"Martin Tupper is a book editor in Manhattan, recently divorced from Judith, a psychologist. Martin's life is filled with fantasies and sexual thoughts, many times coming in the form of black-and-white shots from old TV shows and movies.","https://m.media-amazon.com/images/M/MV5BMTY4OTE3Nzg5Ml5BMl5BanBnXkFtZTcwOTkwODYyMQ@@._V1_QL75_UX280_CR0,3,280,414_.jpg",0098780,https://www.imdb.com/title/tt0098780/,30 min,NA,"3,599",7.6
Mon roi,(2015),"Drama,Romance","Tony is admitted to a rehabilitation center after a serious skiing accident. Dependent on medical staff and painkillers, she takes the time to remember the tumultuous love story she lived with Georgio.","https://m.media-amazon.com/images/M/MV5BMjEzOTI2NzQ1Ml5BMl5BanBnXkFtZTgwNjI0NjI4OTE@._V1_QL75_UX280_CR0,3,280,414_.jpg",3478962,https://www.imdb.com/title/tt3478962/,124 min,NA,"13,574",7.1
Dead Man Down,(2013),"Action,Crime,Drama","In New York City, a crime lord's right-hand man is helped by a woman seeking retribution.","https://m.media-amazon.com/images/M/MV5BMTM2NTU5NTIzMF5BMl5BanBnXkFtZTcwNjQ3MTM5OA@@._V1_QL75_UX280_CR0,3,280,414_.jpg",2101341,https://www.imdb.com/title/tt2101341/,118 min,R,"69,100",6.4
Black Sheep,(1996),Comedy,A gubernatorial candidate hires a wormy special assistant whose only job is to make sure the candidate's well-meaning but incompetent brother doesn't ruin the election.,"https://m.media-amazon.com/images/M/MV5BYjc2NzU0YjUtYzkyNS00NjcwLWJiM2QtM2Y3YjFhMTQ0M2I3XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX280_CR0,3,280,414_.jpg",0115697,https://www.imdb.com/title/tt0115697/,87 min,U,"42,337",6.2
After the Sunset,(2004),"Action,Comedy,Crime","The story of what happens after a master thief achieves his last big score, when the F.B.I. Agent who promised he'd capture him, is about to do just that.","https://m.media-amazon.com/images/M/MV5BNmZkOGM5NjUtMDM1MC00NDNmLWI1NzItOWFjOTczYmIxOTIyXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_QL75_UX280_CR0,3,280,414_.jpg",0367479,https://www.imdb.com/title/tt0367479/,97 min,PG-13,"48,763",6.2
