Title,Release_Year,Genre,Synopsis,Poster_URL,Movie_ID,Movie_URL,Duration,Certification,Voters,Rating
Star Trek,(2009),"Action,Adventure,Sci-Fi","Special Agent Simone Clark, the oldest rookie in the FBI Academy, is assigned to support the LA field office.","https://m.media-amazon.com/images/M/MV5BMmQwZWYzNWEtYTMyYy00YzBjLTlkNmQtMmI4ZTdhNDRmZDFkXkEyXkFqcGdeQXVyMzY0MTE3NzU@._V1_QL75_UX280_CR0,3,280,414_.jpg",5743796,https://www.imdb.com/title/tt5743796/,-,UA,"44,661",5.2
The Usual Suspects,(1995),"Crime,Drama,Mystery","During the Tong Wars in the late 1800s, Ah Sahm, a martial arts prodigy from China, immigrates to San Francisco and becomes a hatchet man for the most powerful tong in Chinatown.","https://m.media-amazon.com/images/M/MV5BNDA5YzQzYmItZTE4NC00NTNkLTljZGItNDQ0YjI3MzdhZjlhXkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_QL75_UX280_CR0,3,280,414_.jpg",12708542,https://www.imdb.com/title/tt12708542/,115 min,NA,"63,722",6.6
The Book of Boba Fett,(2021–2022),"Action,Adventure,Sci-Fi",The 'Bad Batch' of elite and experimental clones make their way through an ever-changing galaxy in the immediate aftermath of the Clone Wars.,"https://m.media-amazon.com/images/M/MV5BNTc4MTc3NTQ5OF5BMl5BanBnXkFtZTcwOTg0NjI4NA@@._V1_QL75_UX280_CR0,3,280,414_.jpg",0121766,https://www.imdb.com/title/tt0121766/,22 min,NA,"1,943",8.1
The Rookie: Feds,(2022– ),"Action,Crime,Drama","Three years into the Clone Wars, Obi-Wan pursues a new threat, while Anakin is lured by Chancellor Palpatine into a sinister plot to rule the galaxy.","https://m.media-amazon.com/images/M/MV5BMjAyNTA1MTcyN15BMl5BanBnXkFtZTcwNjEyODczNQ@@._V1_QL75_UX280_CR0,3,280,414_.jpg",1033575,https://www.imdb.com/title/tt1033575/,103 min,Not Rated,"69,025",7.3
Warrior,(2019– ),"Action,Crime,Drama","Follows the escapades and relationships of a group of neighbors living in Gulfhaven, Florida.","https://m.media-amazon.com/images/M/MV5BMTQyMDI2MDM5NF5BMl5BanBnXkFtZTgwOTcyNDE5MDE@._V1_QL75_UX280_CR0,3,280,414_.jpg",1441109,https://www.imdb.com/title/tt1441109/,30 min,UA,"245,087",6.5
Star Wars: The Bad Batch,(2021– ),"Animation,Action,Adventure","When Cpt. Artemis and her loyal soldiers are transported to a new world, they engage in a desperate battle for survival against enormous enemies with incredible powers. Feature film based on the video game by Capcom.","https://m.media-amazon.com/images/M/MV5BOGU3NTFmNjYtODc3Ny00MWEzLWI3M2ItZjE3NDgwMTI0MzkzXkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_QL75_UX280_CR0,3,280,414_.jpg",6475714,https://www.imdb.com/title/tt6475714/,107 min,18,"293,756",6.2
Star Wars: Episode III - Revenge of the Sith,(2005),"Action,Adventure,Fantasy","Comedy crime caper set in London in the early 1980s, following a gang of hopeless small time crooks who through their own stupidity and poor judgement find themselves embroiled in one of the biggest gold heists in history.","https://m.media-amazon.com/images/M/MV5BYzhkYjZjNjctOTkyMi00Y2VlLWI4ZDItZThmOTE2ZWRlY2NmXkEyXkFqcGdeQXVyMjgwMzUyMA@@._V1_QL75_UX280_CR0,3,280,414_.jpg",16352098,https://www.imdb.com/title/tt16352098/,44 min,R,"35,638",7.3
Cougar Town,(2009–2015),"Comedy,Romance","After spending the night together on the night of their college graduation Dexter and Emma are shown each year on the same date to see where they are in their lives. They are sometimes together, sometimes not, on that day.","https://m.media-amazon.com/images/M/MV5BMTQ3NTg2MDI3NF5BMl5BanBnXkFtZTcwMjc5MTA1NA@@._V1_QL75_UX280_CR0,3,280,414_.jpg",1563738,https://www.imdb.com/title/tt1563738/,134 min,UA,"204,225",6.9
Monster Hunter,(I) (2020),"Action,Adventure,Fantasy","An international team of scientists and military personnel discover a Stargate network in the Pegasus Galaxy and come face-to-face with a new, powerful enemy: The Wraith.","https://m.media-amazon.com/images/M/MV5BMjI0MTI4MTY3N15BMl5BanBnXkFtZTcwMjg1NjQ4NA@@._V1_QL75_UX280_CR0,3,280,414_.jpg",0374455,https://www.imdb.com/title/tt0374455/,134 min,15+,"672,590",7.7
The Curse,(2022– ),"Comedy,Crime,Drama",A live-action prequel feature film following a young Cruella de Vil.,"https://m.media-amazon.com/images/M/MV5BOWI5YTUxOWEtZmRiZS00ZmQxLWE2NzctYTRiODA2NzE1ZjczXkEyXkFqcGdeQXVyMDM2NDM2MQ@@._V1_QL75_UX280_CR0,3,280,414_.jpg",3228774,https://www.imdb.com/title/tt3228774/,102 min,U,"88,604",7.6
One Day,(2011),"Drama,Romance","The second installment of the ""Fantastic Beasts"" series featuring the adventures of Magizoologist Newt Scamander.","https://m.media-amazon.com/images/M/MV5BYWVlMDI5N2UtZTIyMC00NjZkLWI5Y2QtODM5NGE5MzA0NmVjXkEyXkFqcGdeQXVyNzU3NjUxMzE@._V1_QL75_UX280_CR0,3,280,414_.jpg",4123430,https://www.imdb.com/title/tt4123430/,128 min,UA,"812,032",8.2
Stargate: Atlantis,(2004–2009),"Action,Adventure,Drama","Two New Orleans paramedics' lives are ripped apart after they encounter a series of horrific deaths linked to a designer drug with bizarre, otherworldly effects.","https://m.media-amazon.com/images/M/MV5BMzdlNGNiNTAtNDAyZC00NmQwLTg3ZTYtNDQ4MmNiYTc2ZmYzXkEyXkFqcGdeQXVyMDM2NDM2MQ@@._V1_QL75_UX280_CR0,3,280,414_.jpg",9016974,https://www.imdb.com/title/tt9016974/,136 min,A,"519,282",6.0
Cruella,(2021),"Adventure,Comedy,Crime","A convicted rapist, released from prison after serving a fourteen-year sentence, stalks the family of the lawyer who originally defended him.","https://m.media-amazon.com/images/M/MV5BNjdhNzZlYzYtYTBlNS00NTJiLWI2ZWUtMDI2YzI2MzM5NjY4XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_QL75_UX280_CR0,3,280,414_.jpg",0101540,https://www.imdb.com/title/tt0101540/,60 min,16,"4,907",7.5
Fantastic Beasts: The Crimes of Grindelwald,(2018),"Adventure,Family,Fantasy","After Peter Parker is bitten by a genetically altered spider, he gains newfound, spider-like powers and ventures out to save the city from the machinations of a mysterious reptilian foe.","https://m.media-amazon.com/images/M/MV5BMjMyOTM4MDMxNV5BMl5BanBnXkFtZTcwNjIyNzExOA@@._V1_QL75_UX280_CR0,3,280,414_.jpg",0948470,https://www.imdb.com/title/tt0948470/,140 min,A,"20,276",7.5
Synchronic,(2019),"Drama,Horror,Mystery","When an insidious supernatural force edges its way into a seemingly straightforward investigation into the gruesome murder of a young boy, it leads a seasoned cop and an unorthodox investigator to question everything they believe in.","https://m.media-amazon.com/images/M/MV5BNzgxOTc4ODctNDNhZC00M2UzLTgyYzgtM2Q2OTk3NmQ5NTljXkEyXkFqcGdeQXVyMzQ2MDI5NjU@._V1_QL75_UX280_CR0,3,280,414_.jpg",8550800,https://www.imdb.com/title/tt8550800/,130 min,UA,"549,734",6.7
Cape Fear,(1991),"Crime,Thriller",A working-class Italian-American bouncer becomes the driver for an African-American classical pianist on a tour of venues through the 1960s American South.,"https://m.media-amazon.com/images/M/MV5BYzIzYmJlYTYtNGNiYy00N2EwLTk4ZjItMGYyZTJiOTVkM2RlXkEyXkFqcGdeQXVyODY1NDk1NjE@._V1_QL75_UX280_CR0,3,280,414_.jpg",6966692,https://www.imdb.com/title/tt6966692/,-,R,"235,826",7.6
The Amazing Spider-Man,(2012),"Action,Adventure,Sci-Fi","Unanticipated stories of how the upcoming changes to our planet will affect love, faith, work and family on a personal and human scale.","https://m.media-amazon.com/images/M/MV5BODNlZTJjODQtYmUwNS00ZDAyLWE0YjktNWQ5Zjg0NDE3YjAxXkEyXkFqcGdeQXVyMTExNTIxMzQ4._V1_QL75_UX280_CR0,3,280,414_.jpg",13821126,https://www.imdb.com/title/tt13821126/,25 min,U,"605,465",6.9
The Outsider,(2020),"Crime,Drama,Horror","The support crew serving on one of Starfleet's least important ships, the U.S.S. Cerritos, have to keep up with their duties, often while the ship is being rocked by a multitude of sci-fi anomalies.","https://m.media-amazon.com/images/M/MV5BYzE3NTNkZDUtMWQwYy00NDIxLTgzZGYtZTMxNmYyMTcyYzA1XkEyXkFqcGdeQXVyMTM1MTE1NDMx._V1_QL75_UX280_CR0,3,280,414_.jpg",9184820,https://www.imdb.com/title/tt9184820/,90 min,NA,"229,680",7.6
Mr. Nobody,(2009),"Biography,Comedy,Drama",A family struggles for survival in a world where most humans have been killed by blind but noise-sensitive creatures. They are forced to communicate in sign language to keep the creatures at bay.,"https://m.media-amazon.com/images/M/MV5BMjI0MDMzNTQ0M15BMl5BanBnXkFtZTgwMTM5NzM3NDM@._V1_QL75_UX280_CR0,3,280,414_.jpg",6644200,https://www.imdb.com/title/tt6644200/,120 min,A,"29,306",8.4
Green Book,(2018),"Drama,Mystery",Shakespeare's famous play is updated to the hip modern suburb of Verona still retaining its original dialogue.,"https://m.media-amazon.com/images/M/MV5BMGU4YmI1ZGQtZjExYi00M2E0LTgyYTAtNzQ5ZmVlMTk4NzUzXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_QL75_UX280_CR0,3,280,414_.jpg",0117509,https://www.imdb.com/title/tt0117509/,119 min,13,"168,275",6.1
Extrapolations,(2023– ),"Animation,Action,Adventure","Foul-mouthed mutant mercenary Wade Wilson (a.k.a. Deadpool) assembles a team of fellow mutant rogues to protect a young boy with supernatural abilities from the brutal, time-traveling cyborg Cable.","https://m.media-amazon.com/images/M/MV5BMDkzNmRhNTMtZDI4NC00Zjg1LTgxM2QtMjYxZDQ3OWJlMDRlXkEyXkFqcGdeQXVyNTU5MjkzMTU@._V1_QL75_UX280_CR0,3,280,414_.jpg",5463162,https://www.imdb.com/title/tt5463162/,97 min,R,"13,527",5.6
Star Trek: Lower Decks,(2020– ),"Drama,Horror,Sci-Fi","Shallow, rich and socially successful Cher is at the top of her Beverly Hills high school's pecking scale. Seeing herself as a matchmaker, Cher first coaxes two teachers into dating each other.","https://m.media-amazon.com/images/M/MV5BMzBmOGQ0NWItOTZjZC00ZDAxLTgyOTEtODJiYWQ2YWNiYWVjXkEyXkFqcGdeQXVyNTE1NjY5Mg@@._V1_QL75_UX280_CR0,3,280,414_.jpg",0112697,https://www.imdb.com/title/tt0112697/,44 min,R,"1,093",5.0
A Quiet Place,(2018),"Drama,Romance","The Philadelphia homicide squad's lone female detective finds her calling when she's assigned ""cold cases,"" older crimes that have never been solved.","https://m.media-amazon.com/images/M/MV5BZDVmYTk3NzUtYzhhMi00ODY5LWFjYWYtMjc4ZWJiMzdhMzYzXkEyXkFqcGdeQXVyNjc3MjQzNTI@._V1_QL75_UX280_CR0,3,280,414_.jpg",0368479,https://www.imdb.com/title/tt0368479/,60 min,PG,"7,439",7.0
Romeo + Juliet,(1996),"Action,Adventure,Comedy",A detective in a small Pennsylvania town investigates a local murder while trying to keep her life from falling apart.,"https://m.media-amazon.com/images/M/MV5BYjIyOGU1NzAtODZmYi00NGMzLWJiMjItNGNjNTFjOTM5ZDJhXkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_QL75_UX280_CR0,3,280,414_.jpg",10155688,https://www.imdb.com/title/tt10155688/,42 min,PG-13,"7,996",6.4
Deadpool 2,(2018),"Comedy,Romance","A widowed father returns to Austin after one year, attempting to reconnect with his children, navigate clashes with his family, and find common ground with his new partner, while growing increasingly suspicious of his wife's death.","https://m.media-amazon.com/images/M/MV5BNjM5ODI1NjItNjZhOC00ZTliLThiODMtMDg3YWM5YzljZWVkXkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_QL75_UX280_CR0,3,280,414_.jpg",11006642,https://www.imdb.com/title/tt11006642/,108 min,7,"12,615",6.3
Clueless,(1995),"Crime,Drama,Mystery",Life for porn actress Elektra Luxx gets turned upside down when she finds out she's pregnant.,"https://m.media-amazon.com/images/M/MV5BMTM0MDU1MjkyMF5BMl5BanBnXkFtZTcwNDQ5MDA1NA@@._V1_QL75_UX280_CR0,3,280,414_.jpg",1340773,https://www.imdb.com/title/tt1340773/,104 min,PG,"10,697",6.2
Cold Case,(2003–2010),"Crime,Drama,Mystery",The further adventures of the Marvel Universe's mightiest general membership superhero team.,"https://m.media-amazon.com/images/M/MV5BMTY0NTUyMDQwOV5BMl5BanBnXkFtZTgwNjAwMTA0MDE@._V1_QL75_UX280_CR0,3,280,414_.jpg",2455546,https://www.imdb.com/title/tt2455546/,23 min,NA,867,6.8
Mare of Easttown,(2021),"Action,Crime,Drama",A superstar singer and her overworked personal assistant are presented with a choice that could alter the course of their respective careers.,"https://m.media-amazon.com/images/M/MV5BNmJjNGM0MWYtOTIwOS00NTEzLThhMWUtMzI4YzBjOGM0YmRlXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_QL75_UX280_CR0,3,280,414_.jpg",9308382,https://www.imdb.com/title/tt9308382/,113 min,NA,"8,999",7.5
Walker,(2021– ),"Comedy,Drama","Tells the tale of two children separated by fifty years. In 1927, Rose searches for the actress whose life she chronicles in her scrapbook; in 1977, Ben runs away from home to find his father.","https://m.media-amazon.com/images/M/MV5BMjM3NjY0MTYwM15BMl5BanBnXkFtZTgwMDI5NzA2MzI@._V1_QL75_UX280_CR0,3,280,414_.jpg",5208216,https://www.imdb.com/title/tt5208216/,116 min,NA,"9,196",6.9
Elektra Luxx,(2010),"Animation,Action,Adventure",Two complete opposites with disastrous love lives are brought together unbeknownst by them by their matchmaking mothers.,"https://m.media-amazon.com/images/M/MV5BZjI2ZDUxYzYtOGNlOS00N2E1LWJjNzUtMTIwOTYyMzBhYmUyXkEyXkFqcGdeQXVyMzE2ODIxNA@@._V1_QL75_UX280_CR0,3,280,414_.jpg",12876668,https://www.imdb.com/title/tt12876668/,85 min,NA,"9,145",8.2
Avengers Assemble,(2012–2019),"Drama,Music,Romance",Two couples living under the same roof struggle to keep their relationships alive while pursuing their individual dreams.,"https://m.media-amazon.com/images/M/MV5BMjEwMjEyMzM2Ml5BMl5BanBnXkFtZTgwNTk2Mjk3NzE@._V1_QL75_UX280_CR0,3,280,414_.jpg",3061830,https://www.imdb.com/title/tt3061830/,30 min,NA,"10,685",6.0
The High Note,(2020),"Adventure,Drama,Mystery",The campers and counselors of Camp Firewood meet ten years after their last day at camp.,"https://m.media-amazon.com/images/M/MV5BMjExMTQ0NTE3Ml5BMl5BanBnXkFtZTgwNDEzOTc4MjI@._V1_QL75_UX280_CR0,3,280,414_.jpg",5669272,https://www.imdb.com/title/tt5669272/,216 min,R,"34,019",7.1
Wonderstruck,(2017),Comedy,"Two teams, lead by their team leader (either Lee Mack or David Mitchell), have to try and make the other team believe their crazy stories.","https://m.media-amazon.com/images/M/MV5BMGUwYzM3ZDgtYTQwOS00MDIzLWIxYWMtNWU4NmMzMDQxY2EwXkEyXkFqcGdeQXVyMDE4MzA0NQ@@._V1_QL75_UX280_CR0,3,280,414_.jpg",1055238,https://www.imdb.com/title/tt1055238/,30 min,NA,255,5.3
Just One Kiss,(2022 TV Movie),"Comedy,Drama,Romance","A poor boy of unknown origins is rescued from poverty and taken in by the Earnshaw family where he develops an intense relationship with his young foster sister, Cathy.","https://m.media-amazon.com/images/M/MV5BMzRkZTg1ZjAtMzFhMy00NTAyLWFmMzgtODI3MjdhOTJmYWE2XkEyXkFqcGdeQXVyMzY0MTE3NzU@._V1_QL75_UX280_CR0,3,280,414_.jpg",1181614,https://www.imdb.com/title/tt1181614/,129 min,NA,"10,244",7.4
Togetherness,(2015–2016),Comedy,A hooker tears through Tinseltown on Christmas Eve searching for the pimp who broke her heart.,"https://m.media-amazon.com/images/M/MV5BMjEzNzY2NjYwOV5BMl5BanBnXkFtZTgwOTY1MDU1NTE@._V1_QL75_UX280_CR0,3,280,414_.jpg",3824458,https://www.imdb.com/title/tt3824458/,88 min,R,"20,704",6.8
Wet Hot American Summer: Ten Years Later,(2017),"Comedy,Game-Show",Voyeuristic documentary series about titillating sexual and erotic experiences.,"https://m.media-amazon.com/images/M/MV5BN2RmOWFlNDktOTA1Yy00NGJjLWI1NDctZWM3ZTZmNWNhOTY1XkEyXkFqcGdeQXVyMTAwMzM3NDI3._V1_QL75_UX280_CR0,3,280,414_.jpg",10539484,https://www.imdb.com/title/tt10539484/,-,PG-13,"5,891",6.1
Would I Lie to You?,(2007– ),"Drama,Romance","A young Jewish man in a concentration camp has his life saved when executioners realize he owns a Persian book. Brought before a camp officer who wants to learn Farsi, Gilles agrees to teach him despite not knowing a word of the language.","https://m.media-amazon.com/images/M/MV5BNmZhNGQ0NjgtYWEzYi00MGU1LThkZjgtMGQ5NWVmZjM2NTQ1XkEyXkFqcGdeQXVyMjUzMTYzMDI@._V1_QL75_UX280_CR0,3,280,414_.jpg",9738784,https://www.imdb.com/title/tt9738784/,127 min,U,"56,499",7.8
Wuthering Heights,(2011),"Comedy,Crime,Drama",A drama with a two-tiered storyline concerning a mother and daughter who try to form a bond after the young woman's difficult childhood.,"https://m.media-amazon.com/images/M/MV5BM2Q3N2ZkMTEtMjA5NC00MzlhLWJmYTctMTU2MjZjYTg3YmJmXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX280_CR0,3,280,414_.jpg",1068641,https://www.imdb.com/title/tt1068641/,107 min,A,"73,936",5.8
Tangerine,(2015),Documentary,A series of intertwining love stories set in the past and in the present.,"https://m.media-amazon.com/images/M/MV5BMjY3OWY4NDMtNmMwYy00ODNmLTljODAtMzEyNWI5ZDc1YzU3XkEyXkFqcGdeQXVyMDM2NDM2MQ@@._V1_QL75_UX280_CR0,3,280,414_.jpg",7798646,https://www.imdb.com/title/tt7798646/,106 min,A,"57,593",5.3
Sex Life,(2019– ),"Drama,War","Dragons have now become a legend for the world. After the occurrence of a crack in the surface of the Earth, scientists go to study it. Soon a group of kids discover the dragons are hiding and they decide to hide them.","https://m.media-amazon.com/images/M/MV5BNjcxYjBiYWEtYmNmYS00M2ViLWIzOWQtMjRkNGM5ODA2OTk4XkEyXkFqcGdeQXVyMTMxNjUyMDkx._V1_QL75_UX280_CR0,3,280,414_.jpg",15758116,https://www.imdb.com/title/tt15758116/,127 min,NA,48,8.2
Persischstunden,(2020),"Crime,Drama,Romance","The story of New Zealander Burt Munro, who spent years rebuilding a 1920 Indian motorcycle, which helped him set the land speed world record at Utah's Bonneville Salt Flats in 1967.","https://m.media-amazon.com/images/M/MV5BMjE1MjA0MDA3MV5BMl5BanBnXkFtZTcwOTU0MjMzMQ@@._V1_QL75_UX280_CR0,3,280,414_.jpg",0412080,https://www.imdb.com/title/tt0412080/,101 min,UA 13+,"1,187",6.4
The Burning Plain,(2008),"Drama,Romance",A guy in love with an engaged woman tries to win her over after she asks him to be her maid of honor.,"https://m.media-amazon.com/images/M/MV5BMTk1MzA5MjEzMF5BMl5BanBnXkFtZTcwNTk0MjU1MQ@@._V1_QL75_UX280_CR0,3,280,414_.jpg",0866439,https://www.imdb.com/title/tt0866439/,97 min,U,"81,419",8.2
The Photograph,(I) (2020),"Animation,Action,Adventure",A young mother and her twin sons move into a rural house that's marked for death.,"https://m.media-amazon.com/images/M/MV5BMjM3MTQ5NjA0OV5BMl5BanBnXkFtZTgwMzg2OTYyNTE@._V1_QL75_UX280_CR0,3,280,414_.jpg",2752772,https://www.imdb.com/title/tt2752772/,-,NA,"21,443",9.0
Dragons: The Nine Realms,(2021– ),"Comedy,Romance","Set in post WW2 Venice Italy, American Army Col. Richard Cantwell, haunted by the war, is a bona fide hero who faces news of his illness with stoic disregard. Determined to spend a weekend ...                See full summary »
","https://m.media-amazon.com/images/M/MV5BZWJiYmMzMjctZDcyYS00MzUxLTg2MTItMjQzN2Q5NDc1NGRkXkEyXkFqcGdeQXVyMjI4MDQyMTE@._V1_QL75_UX280_CR0,3,280,414_.jpg",5652768,https://www.imdb.com/title/tt5652768/,109 min,16,"10,164",7.5
Made of Honor,(2008),"Horror,Mystery,Thriller","A young Asian-American teen and basketball fanatic who just wants to dunk and get the girl ends up learning much more about himself, his best friends, and his mother.","https://m.media-amazon.com/images/M/MV5BYWVkMTI3NzEtZWUyMi00OWY5LTljZmEtZWJkMGNiN2Q5NmM1XkEyXkFqcGdeQXVyMTUzMTg2ODkz._V1_QL75_UX280_CR0,3,280,414_.jpg",13650494,https://www.imdb.com/title/tt13650494/,155 min,PG-13,"16,424",6.6
Sinister 2,(2015),"Drama,Romance,War",Three friends decide to turn their fantasy vacation into reality after one of their friends gets engaged.,"https://m.media-amazon.com/images/M/MV5BZGFmMjM5OWMtZTRiNC00ODhlLThlYTItYTcyZDMyYmMyYjFjXkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_QL75_UX280_CR0,3,280,414_.jpg",1562872,https://www.imdb.com/title/tt1562872/,-,NA,"2,595",5.8
Across the River and Into the Trees,(2022),"Drama,Family,Sport","With his back against the wall, Batman turns to his closest allies to help him save Gotham City from the clutches of Scarecrow and the Arkham Knight's army. A familiar face also returns to give The Dark Knight a message he cannot ignore.","https://m.media-amazon.com/images/M/MV5BZWRjMWM0MGUtYzI2NC00MTQ4LWIyYWYtYmIwNzkwYzRjYjI1XkEyXkFqcGdeQXVyNTgyNTA4MjM@._V1_QL75_UX280_CR0,3,280,414_.jpg",3554580,https://www.imdb.com/title/tt3554580/,316 min,NA,"7,406",7.8
Chang Can Dunk,(2023),"Comedy,Drama,Musical","Inspired by true events; a woman escaping a cult, a refugee fleeing with his family, a father trapped in a dead-end job and a bureaucrat on the verge of a national scandal find their lives intertwined in an immigration detention center.","https://m.media-amazon.com/images/M/MV5BYzdlMmZiZWItMGM2NC00ODUxLWE4YTQtYmEzMTNhZWFkMGQ3XkEyXkFqcGdeQXVyMjExNjgyMTc@._V1_QL75_UX280_CR0,3,280,414_.jpg",4878488,https://www.imdb.com/title/tt4878488/,145 min,U,"177,669",7.8
Zindagi Na Milegi Dobara,(2011),"Action,Adventure,Crime","Following the rise of Aretha Franklin's career from a child singing in her father's church's choir to her international superstardom, RESPECT is the remarkable true story of the music icon's journey to find her voice.","https://m.media-amazon.com/images/M/MV5BZWQxODE4MWQtMTZlMi00N2UwLWEzNGEtOGVkZWVmMzgwYTg5XkEyXkFqcGdeQXVyODk2NDQ3MTA@._V1_QL75_UX280_CR0,3,280,414_.jpg",2452150,https://www.imdb.com/title/tt2452150/,82 min,A,"43,872",6.3
Batman: Arkham Knight,(2015 Video Game),Drama,"Robert Kenner is a lonely man looking for love. Today, if he can actually get his boss to give him some time off, he is going on his first date for 6 years. Oh, and he is also the world's only SuperHero.","https://m.media-amazon.com/images/M/MV5BMTc5MTI5Njk1Ml5BMl5BanBnXkFtZTgwMzgyMzc5NjE@._V1_QL75_UX280_CR0,3,280,414_.jpg",3055402,https://www.imdb.com/title/tt3055402/,25 min,13,"376,702",7.6
Stateless,(2020),"Biography,Drama,Music",A young woman puts her life back together after suffering from a nervous breakdown.,"https://m.media-amazon.com/images/M/MV5BNjQwYTA4Y2YtYjYyNC00OTBjLTg0ZmEtMjZiMTRlYWU2NzEyXkEyXkFqcGdeQXVyMjM5NDQzNTk@._V1_QL75_UX280_CR0,3,280,414_.jpg",8430356,https://www.imdb.com/title/tt8430356/,112 min,UA,"223,630",5.7
Respect,(2021),"Action,Comedy,Romance","A father goes undercover for the DEA in order to free his son, who was imprisoned after being set up in a drug deal.","https://m.media-amazon.com/images/M/MV5BNTM4MTYzNjA3Nl5BMl5BanBnXkFtZTcwMzcyNDA5OA@@._V1_QL75_UX280_CR0,3,280,414_.jpg",0882977,https://www.imdb.com/title/tt0882977/,101 min,UA 16+,"5,522",7.5
SuperBob,(2015),Comedy,"Set in Japan, Isle of Dogs follows a boy's odyssey in search of his lost dog.","https://m.media-amazon.com/images/M/MV5BZDQwOWQ2NmUtZThjZi00MGM0LTkzNDctMzcyMjcyOGI1OGRkXkEyXkFqcGdeQXVyMTA3MDk2NDg2._V1_QL75_UX280_CR0,3,280,414_.jpg",5104604,https://www.imdb.com/title/tt5104604/,118 min,NA,"13,797",8.6
This Way Up,(2019– ),"Action,Drama,Thriller",Drea and Eleanor agree to go after one another's bullies.,"https://m.media-amazon.com/images/M/MV5BYTVjZDE3NWItN2Q4NS00YjYyLTkwYTUtODU3NDUzNTU2NDYxXkEyXkFqcGdeQXVyNTA3MTU2MjE@._V1_QL75_UX280_CR0,3,280,414_.jpg",13327038,https://www.imdb.com/title/tt13327038/,101 min,U,"530,874",8.0
Snitch,(I) (2013),Comedy,A woman who lives in her darkened old family house with her two photosensitive children becomes convinced that the home is haunted.,"https://m.media-amazon.com/images/M/MV5BMTAxMDE4Mzc3ODNeQTJeQWpwZ15BbWU4MDY2Mjg4MDcx._V1_QL75_UX280_CR0,3,280,414_.jpg",0230600,https://www.imdb.com/title/tt0230600/,119 min,18,"48,482",8.0
Do Revenge,(2022),"Horror,Mystery,Thriller","In 2029, an Air Force astronaut crash-lands on a mysterious planet where evolved, talking apes dominate a race of primitive humans.","https://m.media-amazon.com/images/M/MV5BY2RlMDhlY2MtMjQ1Zi00NzI5LTgxOTgtZjliNWMzYTY3NWZkL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX280_CR0,3,280,414_.jpg",0133152,https://www.imdb.com/title/tt0133152/,45 min,R,"332,653",7.5
The Others,(2001),"Action,Adventure,Sci-Fi",Editor Susan Ryeland gets drawn into a web of intrigue and murder when she receives Alan Conway's unfinished manuscript of an Atticus Pünd mystery.,"https://m.media-amazon.com/images/M/MV5BZjQ2Mzc4ZDgtNjA0Yi00MzRiLWEyOTgtZjMyOGU4OTRlZjZhXkEyXkFqcGdeQXVyMDY4MzkyNw@@._V1_QL75_UX280_CR0,3,280,414_.jpg",13186264,https://www.imdb.com/title/tt13186264/,-,13,"243,076",6.5
Planet of the Apes,(2001),"Drama,Mystery","The numerous adventures of a countryside veterinarian practice in 1930s to 1940s Yorkshire, England.","https://m.media-amazon.com/images/M/MV5BZGU5NGRiMjAtMTJhYy00ZmNjLWJiNzktYTMwZTNhNzI1NTM5XkEyXkFqcGdeQXVyNDk3ODk4OQ@@._V1_QL75_UX280_CR0,3,280,414_.jpg",10590066,https://www.imdb.com/title/tt10590066/,117 min,A,"193,412",7.1
Magpie Murders,(2022– ),"Comedy,Drama",A struggling salesman takes custody of his son as he's poised to begin a life-changing professional career.,"https://m.media-amazon.com/images/M/MV5BMTQ5NjQ0NDI3NF5BMl5BanBnXkFtZTcwNDI0MjEzMw@@._V1_QL75_UX280_CR0,3,280,414_.jpg",0454921,https://www.imdb.com/title/tt0454921/,35 min,NA,"13,621",7.3
All Creatures Great and Small,(2020– ),"Biography,Drama",A look at the personal and professional lives of a group of women who perform for a wrestling organization in Los Angeles during the 1980s.,"https://m.media-amazon.com/images/M/MV5BY2RjYzFkZDUtYzNjNC00MzEyLWFmZmItODc2YWFlOWExOWI4XkEyXkFqcGdeQXVyNDg4NjY5OTQ@._V1_QL75_UX280_CR0,3,280,414_.jpg",5770786,https://www.imdb.com/title/tt5770786/,123 min,NA,751,5.3
The Pursuit of Happyness,(2006),"Comedy,Drama,Sport","A vampire tells his epic life story: love, betrayal, loneliness, and hunger.","https://m.media-amazon.com/images/M/MV5BYThmYjJhMGItNjlmOC00ZDRiLWEzNjUtZjU4MjA3MzY0MzFmXkEyXkFqcGdeQXVyNTI4MjkwNjA@._V1_QL75_UX280_CR0,3,280,414_.jpg",0110148,https://www.imdb.com/title/tt0110148/,90 min,R,"49,243",6.0
